# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MGG_11132	gene-MGG_11132	XM_003714782.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7
MGG_11140	gene-MGG_11140	XM_003714746.1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	13	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7
MGG_11141	gene-MGG_11141	XM_003714744.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
MGG_11142	gene-MGG_11142	XM_003714730.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
MGG_11144	gene-MGG_11144	XM_003714728.1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	15	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10
MGG_11146	gene-MGG_11146	XM_003714713.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8
MGG_11147	gene-MGG_11147	XM_003714712.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
MGG_11148	gene-MGG_11148	XM_003714708.1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10
MGG_11149	gene-MGG_11149	XM_003714703.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	13
MGG_11155	gene-MGG_11155	XM_003714687.1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9
MGG_11156	gene-MGG_11156	XM_003714686.1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8
MGG_11160	gene-MGG_11160	XM_003714682.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	26
MGG_11165	gene-MGG_11165	XM_003714637.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	25
MGG_11166	gene-MGG_11166	XM_003714634.1	protein_coding	0	0	0	56	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29
MGG_11167	gene-MGG_11167	XM_003714628.1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	23
MGG_11168	gene-MGG_11168	XM_003714627.1	protein_coding	0	0	0	61	0	0	0	0	0	0	0	21	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	29
MGG_11169	gene-MGG_11169	XM_003714621.1	protein_coding	0	0	0	41	0	0	0	0	0	0	0	20	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12
MGG_11170	gene-MGG_11170	XM_003714611.1	protein_coding	0	0	0	49	0	0	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	29
MGG_11174	gene-MGG_11174	XM_003714582.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9
MGG_11176	gene-MGG_11176	XM_003714560.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MGG_11178	gene-MGG_11178	XM_003714555.1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8
MGG_11179	gene-MGG_11179	XM_003714536.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
MGG_11181	gene-MGG_11181	XM_003714530.1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14
MGG_11185	gene-MGG_11185	XM_003714495.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
MGG_11188	gene-MGG_11188	XM_003714465.1	protein_coding	0	0	0	42	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	21
MGG_11192	gene-MGG_11192	XM_003714436.1	protein_coding	0	0	0	37	0	0	0	0	0	0	0	7	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	16
MGG_11193	gene-MGG_11193	XM_003714423.1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11
MGG_11196	gene-MGG_11196	XM_003714409.1	protein_coding	0	0	0	53	0	0	0	0	0	0	0	21	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	21
MGG_11201	gene-MGG_11201	XM_003714379.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MGG_11205	gene-MGG_11205	XM_003714365.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	14
MGG_11206	gene-MGG_11206	XM_003714364.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
MGG_11210	gene-MGG_11210	XM_003714343.1	protein_coding	0	0	0	172	0	0	0	0	0	0	0	64	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	85
MGG_11211	gene-MGG_11211	XM_003714337.1	protein_coding	0	0	0	105	0	0	0	0	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	53
MGG_11214	gene-MGG_11214	XM_003714308.1	protein_coding	0	0	0	150	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MGG_11216	gene-MGG_11216	XM_003714291.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
MGG_11223	gene-MGG_11223	XM_003714250.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
MGG_11224	gene-MGG_11224	XM_003714228.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
MGG_11227	gene-MGG_11227	XM_003714223.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MGG_11229	gene-MGG_11229	XM_003714210.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MGG_11230	gene-MGG_11230	XM_003714209.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MGG_11231	gene-MGG_11231	XM_003714207.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8
MGG_11236	gene-MGG_11236	XM_003714184.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3
MGG_11237	gene-MGG_11237	XM_003714162.1	protein_coding	0	0	0	211	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207
MGG_11239	gene-MGG_11239	XM_003714152.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
MGG_11240	gene-MGG_11240	XM_003714148.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
MGG_11241	gene-MGG_11241	XM_003714147.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7
MGG_11243	gene-MGG_11243	XM_003714140.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
MGG_11244	gene-MGG_11244	XM_003714131.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
MGG_11246	gene-MGG_11246	XM_003714126.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MGG_11247	gene-MGG_11247	XM_003714119.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
MGG_11252	gene-MGG_11252	XM_003714108.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
MGG_11255	gene-MGG_11255	XM_003714099.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
MGG_11256	gene-MGG_11256	XM_003714098.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
MGG_11257	gene-MGG_11257	XM_003714097.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
MGG_11259	gene-MGG_11259	XM_003714080.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11
MGG_11261	gene-MGG_11261	XM_003714078.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
MGG_11267	gene-MGG_11267	XM_003714046.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
MGG_11269	gene-MGG_11269	XM_003714042.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MGG_11270	gene-MGG_11270	XM_003714041.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
MGG_11271	gene-MGG_11271	XM_003714039.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
MGG_11274	gene-MGG_11274	XM_003714031.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	18
MGG_11278	gene-MGG_11278	XM_003714023.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MGG_11279	gene-MGG_11279	XM_003714021.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
MGG_11280	gene-MGG_11280	XM_003714020.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MGG_11282	gene-MGG_11282	XM_003714002.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
MGG_11284	gene-MGG_11284	XM_003713997.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MGG_11285	gene-MGG_11285	XM_003713969.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
MGG_11286	gene-MGG_11286	XM_003713964.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29
MGG_11288	gene-MGG_11288	XM_003713954.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
MGG_11289	gene-MGG_11289	XM_003713953.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
MGG_11292	gene-MGG_11292	XM_003713950.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17
MGG_11300	gene-MGG_11300	XM_003713932.1	protein_coding	0	0	0	48	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
MGG_11304	gene-MGG_11304	XM_003713924.1	protein_coding	0	0	0	304	0	0	0	0	0	0	0	164	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	123
MGG_11305	gene-MGG_11305	XM_003713923.1	protein_coding	0	0	0	352	0	0	0	0	0	0	0	209	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	133
MGG_11308	gene-MGG_11308	XM_003713917.1	protein_coding	0	0	0	154	0	0	0	0	0	0	0	50	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	84
MGG_11310	gene-MGG_11310	XM_003713916.1	protein_coding	0	0	0	204	0	0	0	0	0	0	0	53	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	136
MGG_11311	gene-MGG_11311	XM_003713913.1	protein_coding	0	0	0	172	0	0	0	0	0	0	0	88	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	65
MGG_11312	gene-MGG_11312	XM_003713912.1	protein_coding	0	0	0	149	0	0	0	0	0	0	0	55	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	72
MGG_11317	gene-MGG_11317	XM_003713869.1	protein_coding	0	0	0	94	0	0	0	0	0	0	0	39	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	40
MGG_11322	gene-MGG_11322	XM_003713859.1	protein_coding	0	0	0	98	0	0	0	0	0	0	0	37	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	55
MGG_11326	gene-MGG_11326	XM_003713841.1	protein_coding	0	0	0	90	0	0	0	0	0	0	0	37	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	44
MGG_11327	gene-MGG_11327	XM_003713840.1	protein_coding	0	0	0	69	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	42
MGG_11330	gene-MGG_11330	XM_003713815.1	protein_coding	0	0	0	74	0	0	0	0	0	0	0	24	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	46
MGG_11335	gene-MGG_11335	XM_003713773.1	protein_coding	0	0	0	75	0	0	0	0	0	0	0	16	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	37
MGG_11336	gene-MGG_11336	XM_003713772.1	protein_coding	0	0	0	76	0	0	0	0	0	0	0	35	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	35
MGG_11337	gene-MGG_11337	XM_003713767.1	protein_coding	0	0	0	49	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
MGG_11338	gene-MGG_11338	XM_003713766.1	protein_coding	0	0	0	45	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	31
MGG_11340	gene-MGG_11340	XM_003713756.1	protein_coding	0	0	0	48	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	30
MGG_11342	gene-MGG_11342	XM_003713744.1	protein_coding	0	0	0	79	0	0	0	0	0	0	0	30	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	28
MGG_11343	gene-MGG_11343	XM_003713734.1	protein_coding	0	0	0	71	0	0	0	0	0	0	0	28	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	32
MGG_11346	gene-MGG_11346	XM_003713725.1	protein_coding	0	0	0	69	0	0	0	0	0	0	0	40	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
MGG_11351	gene-MGG_11351	XM_003713692.1	protein_coding	0	0	0	90	0	0	0	0	0	0	0	25	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	54
MGG_11357	gene-MGG_11357	XM_003713680.1	protein_coding	0	0	0	116	0	0	0	0	0	0	0	55	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	42
MGG_11360	gene-MGG_11360	XM_003713662.1	protein_coding	0	0	0	90	0	0	0	0	0	0	0	39	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	41
MGG_11362	gene-MGG_11362	XM_003713645.1	protein_coding	0	0	0	95	0	0	0	0	0	0	0	35	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	37
MGG_11370	gene-MGG_11370	XM_003713625.1	protein_coding	0	0	0	87	0	0	0	0	0	0	0	29	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	47
MGG_11371	gene-MGG_11371	XM_003713624.1	protein_coding	0	0	0	100	0	0	0	0	0	0	0	29	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	31
MGG_11374	gene-MGG_11374	XM_003713605.1	protein_coding	0	0	0	65	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	41
MGG_11377	gene-MGG_11377	XM_003713600.1	protein_coding	0	0	0	74	0	0	0	0	0	0	0	13	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	43
MGG_11378	gene-MGG_11378	XM_003713599.1	protein_coding	0	0	0	82	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	48
MGG_11382	gene-MGG_11382	XM_003713566.1	protein_coding	0	0	0	70	0	0	0	0	0	0	0	34	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20
MGG_11383	gene-MGG_11383	XM_003713560.1	protein_coding	0	0	0	83	0	0	0	0	0	0	0	27	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	43
MGG_11385	gene-MGG_11385	XM_003713548.1	protein_coding	0	0	0	95	0	0	0	0	0	0	0	35	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	34
MGG_11387	gene-MGG_11387	XM_003713522.1	protein_coding	0	0	0	89	0	0	0	0	0	0	0	29	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	33
MGG_11389	gene-MGG_11389	XM_003713515.1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	20	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	17
MGG_11390	gene-MGG_11390	XM_003713514.1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	17
MGG_11397	gene-MGG_11397	XM_003713447.1	protein_coding	0	0	0	112	0	0	0	0	0	0	0	48	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	51
MGG_11399	gene-MGG_11399	XM_003713443.1	protein_coding	0	0	0	127	0	0	0	0	0	0	0	36	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	78
MGG_11400	gene-MGG_11400	XM_003713442.1	protein_coding	0	0	0	133	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	66
MGG_11408	gene-MGG_11408	XM_003713411.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	29	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18
MGG_11409	gene-MGG_11409	XM_003713408.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
MGG_11410	gene-MGG_11410	XM_003713407.1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22
MGG_11412	gene-MGG_11412	XM_003713402.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	26	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	22
MGG_11418	gene-MGG_11418	XM_003713376.1	protein_coding	0	0	0	60	0	0	0	0	0	0	0	36	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	17
MGG_11419	gene-MGG_11419	XM_003713364.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	27	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	18
MGG_11422	gene-MGG_11422	XM_003717741.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
MGG_11425	gene-MGG_11425	XM_003717754.1	protein_coding	0	0	0	55	0	0	0	0	0	0	0	22	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	8
MGG_11426	gene-MGG_11426	XM_003717755.1	protein_coding	0	0	0	49	0	0	0	0	0	0	0	16	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	16
MGG_11429	gene-MGG_11429	XM_003717758.1	protein_coding	0	0	0	74	0	0	0	0	0	0	0	29	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	26
MGG_11430	gene-MGG_11430	XM_003717759.1	protein_coding	0	0	0	72	0	0	0	0	0	0	0	11	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	33
MGG_11431	gene-MGG_11431	XM_003717760.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	28
MGG_11439	gene-MGG_11439	XM_003717801.1	protein_coding	0	0	0	45	0	0	0	0	0	0	0	24	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16
MGG_11440	gene-MGG_11440	XM_003717816.1	protein_coding	0	0	0	50	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	23
MGG_11443	gene-MGG_11443	XM_003717835.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9
MGG_11445	gene-MGG_11445	XM_003717845.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14
MGG_11445	gene-MGG_11445	XM_003717846.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14
MGG_11447	gene-MGG_11447	XM_003717854.1	protein_coding	0	0	0	248	0	0	0	0	0	0	0	193	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	31
MGG_11450	gene-MGG_11450	XM_003717874.1	protein_coding	0	0	0	48	0	0	0	0	0	0	0	29	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17
MGG_11454	gene-MGG_11454	XM_003717897.1	protein_coding	0	0	0	41	0	0	0	0	0	0	0	16	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	14
MGG_11457	gene-MGG_11457	XM_003717907.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8
MGG_11457	gene-MGG_11457	XM_003717908.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7
MGG_11458	gene-MGG_11458	XM_003717909.1	protein_coding	0	0	0	31	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
MGG_11462	gene-MGG_11462	XM_003717951.1	protein_coding	0	0	0	123	0	0	0	0	0	0	0	58	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	48
MGG_11463	gene-MGG_11463	XM_003717952.1	protein_coding	0	0	0	142	0	0	0	0	0	0	0	43	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	62
MGG_11466	gene-MGG_11466	XM_003717981.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
MGG_11467	gene-MGG_11467	XM_003717982.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
MGG_11468	gene-MGG_11468	XM_003717983.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	34	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
MGG_11469	gene-MGG_11469	XM_003717986.1	protein_coding	0	0	0	61	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	34
MGG_11470	gene-MGG_11470	XM_003717990.1	protein_coding	0	0	0	51	0	0	0	0	0	0	0	31	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13
MGG_11471	gene-MGG_11471	XM_003717991.1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	32	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8
MGG_11472	gene-MGG_11472	XM_003718016.1	protein_coding	0	0	0	155	0	0	0	0	0	0	0	90	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	50
MGG_11473	gene-MGG_11473	XM_003718030.1	protein_coding	0	0	0	75	0	0	0	0	0	0	0	31	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	35
MGG_11474	gene-MGG_11474	XM_003718035.1	protein_coding	0	0	0	102	0	0	0	0	0	0	0	43	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	46
MGG_11475	gene-MGG_11475	XM_003718036.1	protein_coding	0	0	0	90	0	0	0	0	0	0	0	22	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	37
MGG_11478	gene-MGG_11478	XM_003718055.1	protein_coding	0	0	0	229	0	0	0	0	0	0	0	83	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	95
MGG_11480	gene-MGG_11480	XM_003718066.1	protein_coding	0	0	0	74	0	0	0	0	0	0	0	35	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	23
MGG_11482	gene-MGG_11482	XM_003718070.1	protein_coding	0	0	0	75	0	0	0	0	0	0	0	30	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	38
MGG_11486	gene-MGG_11486	XM_003718102.1	protein_coding	0	0	0	198	0	0	0	0	0	0	0	106	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	64
MGG_11487	gene-MGG_11487	XM_003718108.1	protein_coding	0	0	0	390	0	0	0	0	0	0	0	268	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	90
MGG_11489	gene-MGG_11489	XM_003718123.1	protein_coding	0	0	0	202	0	0	0	0	0	0	0	74	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	60
MGG_11490	gene-MGG_11490	XM_003718135.1	protein_coding	0	0	0	91	0	0	0	0	0	0	0	24	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	40
MGG_11491	gene-MGG_11491	XM_003718136.1	protein_coding	0	0	0	117	0	0	0	0	0	0	0	57	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	33
MGG_11492	gene-MGG_11492	XM_003718143.1	protein_coding	0	0	0	372	0	0	0	0	0	0	0	266	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	97
